geneSymbol	geneid
SERP1	ENSG00000120742
SERPINA1	ENSG00000197249
SERPINA10	ENSG00000140093
SERPINA4	ENSG00000100665
SERPINA5	ENSG00000188488
SERPINA6	ENSG00000170099
SERPINA7	ENSG00000123561
SERPINB1	ENSG00000021355
SERPINB10	ENSG00000242550
SERPINB13	ENSG00000197641
SERPINB2	ENSG00000197632
SERPINB3	ENSG00000057149
SERPINB4	ENSG00000206073
SERPINB5	ENSG00000206075
SERPINB6	ENSG00000124570
SERPINB7	ENSG00000166396
SERPINB8	ENSG00000166401
SERPINB9	ENSG00000170542
SERPINC1	ENSG00000117601
SERPIND1	ENSG00000099937
SERPINE1	ENSG00000106366
SERPINE2	ENSG00000135919
SERPINF1	ENSG00000132386
SERPINF2	ENSG00000167711
SERPING1	ENSG00000149131
SERPINH1	ENSG00000149257
SERPINI1	ENSG00000163536
SERPINI2	ENSG00000114204
SERTAD2	ENSG00000179833
SERTAD3	ENSG00000167565
SESN1	ENSG00000080546
SET	ENSG00000119335
SETBP1	ENSG00000152217
SETD1A	ENSG00000099381
SETD1B	ENSG00000139718
SETD2	ENSG00000181555
SETD3	ENSG00000183576
SETD4	ENSG00000185917
SETD5	ENSG00000168137
SETD6	ENSG00000103037
SETDB1	ENSG00000143379
SETMAR	ENSG00000170364
SETX	ENSG00000107290
SEZ6L	ENSG00000100095
SEZ6L2	ENSG00000174938
SF1	ENSG00000168066
SF3A1	ENSG00000099995
SF3A2	ENSG00000104897
SF3A3	ENSG00000183431
SF3B1	ENSG00000115524
SF3B2	ENSG00000087365
SF3B3	ENSG00000189091
SF3B4	ENSG00000143368
SF3B5	ENSG00000169976
SFI1	ENSG00000198089
SFMBT1	ENSG00000163935
SFN	ENSG00000175793
SFPQ	ENSG00000116560
SFRP1	ENSG00000104332
SFRP4	ENSG00000106483
SFRP5	ENSG00000120057
SFT2D2	ENSG00000213064
SFTPB	ENSG00000168878
SFTPC	ENSG00000168484
SFTPD	ENSG00000133661
SFXN1	ENSG00000164466
SFXN3	ENSG00000107819
SGCA	ENSG00000108823
SGCB	ENSG00000163069
SGCD	ENSG00000170624
SGCE	ENSG00000127990
SGCG	ENSG00000102683
SGK1	ENSG00000118515
SGK2	ENSG00000101049
SGMS1	ENSG00000198964
SGPL1	ENSG00000166224
SGPP1	ENSG00000126821
SGSH	ENSG00000181523
SGSM2	ENSG00000141258
SGSM3	ENSG00000100359
SGTA	ENSG00000104969
SH2B1	ENSG00000178188
SH2B2	ENSG00000160999
SH2B3	ENSG00000111252
SH2D1A	ENSG00000183918
SH2D2A	ENSG00000027869
SH2D3A	ENSG00000125731
SH2D4A	ENSG00000104611
SH3BGR	ENSG00000185437
SH3BGRL	ENSG00000131171
SH3BGRL3	ENSG00000142669
SH3BP1	ENSG00000100092
SH3BP2	ENSG00000087266
SH3BP4	ENSG00000130147
SH3BP5	ENSG00000131370
SH3GL1	ENSG00000141985
SH3GL2	ENSG00000107295
SH3GL3	ENSG00000140600
SH3GLB1	ENSG00000097033
SH3GLB2	ENSG00000148341
SH3PXD2A	ENSG00000107957
SH3TC1	ENSG00000125089
SH3TC2	ENSG00000169247
SH3YL1	ENSG00000035115
SHANK1	ENSG00000161681
SHANK2	ENSG00000162105
SHARPIN	ENSG00000179526
SHB	ENSG00000107338
SHBG	ENSG00000129214
SHC1	ENSG00000160691
SHC2	ENSG00000129946
SHC3	ENSG00000148082
SHCBP1	ENSG00000171241
SHH	ENSG00000164690
SHISA6	ENSG00000188803
SHMT1	ENSG00000176974
SHMT2	ENSG00000182199
SHOC2	ENSG00000108061
SHOX2	ENSG00000168779
SHPK	ENSG00000197417
SHQ1	ENSG00000144736
SHROOM2	ENSG00000146950
SI	ENSG00000090402
SIAH1	ENSG00000196470
SIAH2	ENSG00000181788
SIDT1	ENSG00000072858
SIDT2	ENSG00000149577
SIGIRR	ENSG00000185187
SIGLEC1	ENSG00000088827
SIGLEC6	ENSG00000105492
SIGLEC7	ENSG00000168995
SIGLEC8	ENSG00000105366
SIGLEC9	ENSG00000129450
SIGMAR1	ENSG00000147955
SIK3	ENSG00000160584
SIKE1	ENSG00000052723
SIL1	ENSG00000120725
SIM1	ENSG00000112246
SIM2	ENSG00000159263
SIN3B	ENSG00000127511
SIPA1	ENSG00000213445
SIPA1L1	ENSG00000197555
SIPA1L3	ENSG00000105738
SIRPA	ENSG00000198053
SIRPG	ENSG00000089012
SIRT1	ENSG00000096717
SIRT2	ENSG00000068903
SIRT3	ENSG00000142082
SIRT5	ENSG00000124523
SIRT6	ENSG00000077463
SIRT7	ENSG00000187531
SIT1	ENSG00000137078
SIVA1	ENSG00000184990
SIX1	ENSG00000126778
SIX2	ENSG00000170577
SIX3	ENSG00000138083
SIX5	ENSG00000177045
SIX6	ENSG00000184302
SKA1	ENSG00000154839
SKAP1	ENSG00000141293
SKAP2	ENSG00000005020
SKI	ENSG00000157933
SKIL	ENSG00000136603
SKIV2L	ENSG00000204351
SKP1	ENSG00000113558
SKP2	ENSG00000145604
SLA	ENSG00000155926
SLAMF1	ENSG00000117090
SLAMF7	ENSG00000026751
SLAMF8	ENSG00000158714
SLBP	ENSG00000163950
SLC10A1	ENSG00000100652
SLC10A2	ENSG00000125255
SLC10A3	ENSG00000126903
SLC11A1	ENSG00000018280
SLC11A2	ENSG00000110911
SLC12A1	ENSG00000074803
SLC12A2	ENSG00000064651
SLC12A3	ENSG00000070915
SLC12A4	ENSG00000124067
SLC12A5	ENSG00000124140
SLC12A6	ENSG00000140199
SLC12A7	ENSG00000113504
SLC12A8	ENSG00000221955
SLC12A9	ENSG00000146828
SLC13A1	ENSG00000081800
SLC13A2	ENSG00000007216
SLC13A3	ENSG00000158296
SLC13A4	ENSG00000164707
SLC14A1	ENSG00000141469
SLC14A2	ENSG00000132874
SLC15A1	ENSG00000088386
SLC15A2	ENSG00000163406
SLC15A3	ENSG00000110446
SLC16A1	ENSG00000155380
SLC16A2	ENSG00000147100
SLC16A3	ENSG00000141526
SLC16A4	ENSG00000168679
SLC16A5	ENSG00000170190
SLC16A6	ENSG00000108932
SLC16A7	ENSG00000118596
SLC16A8	ENSG00000100156
SLC17A1	ENSG00000124568
SLC17A2	ENSG00000112337
SLC17A3	ENSG00000124564
SLC17A4	ENSG00000146039
SLC17A5	ENSG00000119899
SLC17A6	ENSG00000091664
SLC17A7	ENSG00000104888
SLC17A9	ENSG00000101194
SLC18A1	ENSG00000036565
SLC18A2	ENSG00000165646
SLC18A3	ENSG00000187714
SLC19A1	ENSG00000173638
SLC19A2	ENSG00000117479
SLC19A3	ENSG00000135917
SLC1A1	ENSG00000106688
SLC1A2	ENSG00000110436
SLC1A3	ENSG00000079215
SLC1A4	ENSG00000115902
SLC1A5	ENSG00000105281
SLC1A6	ENSG00000105143
SLC1A7	ENSG00000162383
SLC20A1	ENSG00000144136
SLC20A2	ENSG00000168575
SLC22A1	ENSG00000175003
SLC22A11	ENSG00000168065
SLC22A13	ENSG00000172940
SLC22A17	ENSG00000092096
SLC22A18	ENSG00000110628
SLC22A18AS	ENSG00000254827
SLC22A2	ENSG00000112499
SLC22A3	ENSG00000146477
SLC22A4	ENSG00000197208
SLC22A5	ENSG00000197375
SLC22A6	ENSG00000197901
SLC22A7	ENSG00000137204
SLC22A8	ENSG00000149452
SLC23A2	ENSG00000089057
SLC24A1	ENSG00000074621
SLC24A2	ENSG00000155886
SLC24A3	ENSG00000185052
SLC25A1	ENSG00000100075
SLC25A11	ENSG00000108528
SLC25A12	ENSG00000115840
SLC25A13	ENSG00000004864
SLC25A14	ENSG00000102078
SLC25A15	ENSG00000102743
SLC25A16	ENSG00000122912
SLC25A17	ENSG00000100372
SLC25A20	ENSG00000178537
SLC25A21	ENSG00000183032
SLC25A22	ENSG00000177542
SLC25A23	ENSG00000125648
SLC25A24	ENSG00000085491
SLC25A28	ENSG00000155287
SLC25A3	ENSG00000075415
SLC25A31	ENSG00000151475
SLC25A32	ENSG00000164933
SLC25A36	ENSG00000114120
SLC25A37	ENSG00000147454
SLC25A38	ENSG00000144659
SLC25A4	ENSG00000151729
SLC25A40	ENSG00000075303
SLC25A44	ENSG00000160785
SLC25A46	ENSG00000164209
SLC25A5	ENSG00000005022
SLC26A1	ENSG00000145217
SLC26A10	ENSG00000135502
SLC26A2	ENSG00000155850
SLC26A3	ENSG00000091138
SLC26A4	ENSG00000091137
SLC26A6	ENSG00000225697
SLC27A2	ENSG00000140284
SLC27A3	ENSG00000143554
SLC27A5	ENSG00000083807
SLC27A6	ENSG00000113396
SLC28A1	ENSG00000156222
SLC28A2	ENSG00000137860
SLC28A3	ENSG00000197506
SLC29A1	ENSG00000112759
SLC29A2	ENSG00000174669
SLC29A3	ENSG00000198246
SLC2A1	ENSG00000117394
SLC2A10	ENSG00000197496
SLC2A11	ENSG00000133460
SLC2A2	ENSG00000163581
SLC2A3	ENSG00000059804
SLC2A4	ENSG00000181856
SLC2A4RG	ENSG00000125520
SLC2A5	ENSG00000142583
SLC2A6	ENSG00000160326
SLC2A8	ENSG00000136856
SLC2A9	ENSG00000109667
SLC30A10	ENSG00000196660
SLC30A3	ENSG00000115194
SLC30A4	ENSG00000104154
SLC30A5	ENSG00000145740
SLC30A9	ENSG00000014824
SLC31A1	ENSG00000136868
SLC31A2	ENSG00000136867
SLC33A1	ENSG00000169359
SLC34A1	ENSG00000131183
SLC34A2	ENSG00000157765
SLC35A1	ENSG00000164414
SLC35A2	ENSG00000102100
SLC35A3	ENSG00000117620
SLC35A5	ENSG00000138459
SLC35B1	ENSG00000121073
SLC35C1	ENSG00000181830
SLC35C2	ENSG00000080189
SLC35D1	ENSG00000116704
SLC35D2	ENSG00000130958
SLC35E1	ENSG00000127526
SLC35E3	ENSG00000175782
SLC35F2	ENSG00000110660
SLC36A1	ENSG00000123643
SLC37A1	ENSG00000160190
SLC37A4	ENSG00000137700
SLC38A1	ENSG00000111371
SLC38A10	ENSG00000157637
SLC38A2	ENSG00000134294
SLC38A3	ENSG00000188338
SLC38A4	ENSG00000139209
SLC38A6	ENSG00000139974
SLC38A7	ENSG00000103042
SLC39A1	ENSG00000143570
SLC39A14	ENSG00000104635
SLC39A2	ENSG00000165794
SLC39A4	ENSG00000147804
SLC39A6	ENSG00000141424
SLC39A7	ENSG00000112473
SLC39A8	ENSG00000138821
SLC39A9	ENSG00000029364
SLC3A1	ENSG00000138079
SLC3A2	ENSG00000168003
SLC41A3	ENSG00000114544
SLC43A1	ENSG00000149150
SLC43A3	ENSG00000134802
SLC44A1	ENSG00000070214
SLC44A4	ENSG00000204385
SLC45A2	ENSG00000164175
SLC46A3	ENSG00000139508
SLC47A1	ENSG00000142494
SLC48A1	ENSG00000211584
SLC4A1	ENSG00000004939
SLC4A2	ENSG00000164889
SLC4A3	ENSG00000114923
SLC4A4	ENSG00000080493
SLC4A5	ENSG00000188687
SLC4A7	ENSG00000033867
SLC5A1	ENSG00000100170
SLC5A12	ENSG00000148942
SLC5A2	ENSG00000140675
SLC5A4	ENSG00000100191
SLC5A5	ENSG00000105641
SLC5A6	ENSG00000138074
SLC5A7	ENSG00000115665
SLC6A1	ENSG00000157103
SLC6A11	ENSG00000132164
SLC6A12	ENSG00000111181
SLC6A13	ENSG00000010379
SLC6A14	ENSG00000268104
SLC6A15	ENSG00000072041
SLC6A16	ENSG00000063127
SLC6A2	ENSG00000103546
SLC6A20	ENSG00000163817
SLC6A3	ENSG00000142319
SLC6A4	ENSG00000108576
SLC6A5	ENSG00000165970
SLC6A6	ENSG00000131389
SLC6A7	ENSG00000011083
SLC6A8	ENSG00000130821
SLC6A9	ENSG00000196517
SLC7A1	ENSG00000139514
SLC7A10	ENSG00000130876
SLC7A11	ENSG00000151012
SLC7A2	ENSG00000003989
SLC7A4	ENSG00000099960
SLC7A5	ENSG00000103257
SLC7A6	ENSG00000103064
SLC7A7	ENSG00000155465
SLC7A8	ENSG00000092068
SLC7A9	ENSG00000021488
SLC8A1	ENSG00000183023
SLC8A2	ENSG00000118160
SLC9A1	ENSG00000090020
SLC9A2	ENSG00000115616
SLC9A3	ENSG00000066230
SLC9A3R1	ENSG00000109062
SLC9A3R2	ENSG00000065054
SLC9A5	ENSG00000135740
SLC9A6	ENSG00000198689
SLC9A7	ENSG00000065923
SLC9A8	ENSG00000197818
SLCO1A2	ENSG00000084453
SLCO1B1	ENSG00000134538
SLCO1B3	ENSG00000111700
SLCO1C1	ENSG00000139155
SLCO2A1	ENSG00000174640
SLCO2B1	ENSG00000137491
SLCO3A1	ENSG00000176463
SLCO4A1	ENSG00000101187
SLCO4C1	ENSG00000173930
SLCO5A1	ENSG00000137571
SLFN12	ENSG00000172123
SLIT1	ENSG00000187122
SLIT2	ENSG00000145147
SLIT3	ENSG00000184347
SLITRK3	ENSG00000121871
SLK	ENSG00000065613
SLN	ENSG00000170290
SLPI	ENSG00000124107
SLTM	ENSG00000137776
SLURP1	ENSG00000126233
SMAD1	ENSG00000170365
SMAD2	ENSG00000175387
SMAD3	ENSG00000166949
SMAD4	ENSG00000141646
SMAD5	ENSG00000113658
SMAD6	ENSG00000137834
SMAD7	ENSG00000101665
SMAD9	ENSG00000120693
SMAGP	ENSG00000170545
SMAP1	ENSG00000112305
SMARCA1	ENSG00000102038
SMARCA2	ENSG00000080503
SMARCA4	ENSG00000127616
SMARCA5	ENSG00000153147
SMARCAL1	ENSG00000138375
SMARCB1	ENSG00000099956
SMARCC1	ENSG00000173473
SMARCC2	ENSG00000139613
SMARCD1	ENSG00000066117
SMARCD2	ENSG00000108604
SMARCD3	ENSG00000082014
SMARCE1	ENSG00000073584
SMC1A	ENSG00000072501
SMC2	ENSG00000136824
SMC3	ENSG00000108055
SMC4	ENSG00000113810
SMC5	ENSG00000198887
SMC6	ENSG00000163029
SMCHD1	ENSG00000101596
SMCP	ENSG00000163206
SMG5	ENSG00000198952
SMG6	ENSG00000070366
SMG7	ENSG00000116698
SMNDC1	ENSG00000119953
SMO	ENSG00000128602
SMOX	ENSG00000088826
SMPD1	ENSG00000166311
SMPD2	ENSG00000135587
SMPD3	ENSG00000103056
SMPDL3A	ENSG00000172594
SMPDL3B	ENSG00000130768
SMPX	ENSG00000091482
SMR3A	ENSG00000109208
SMR3B	ENSG00000171201
SMTN	ENSG00000183963
SMU1	ENSG00000122692
SMUG1	ENSG00000123415
SMURF1	ENSG00000198742
SMURF2	ENSG00000108854
SMYD2	ENSG00000143499
SMYD3	ENSG00000185420
SMYD5	ENSG00000135632
SNAI1	ENSG00000124216
SNAI2	ENSG00000019549
SNAP23	ENSG00000092531
SNAP25	ENSG00000132639
SNAP29	ENSG00000099940
SNAP91	ENSG00000065609
SNAPC1	ENSG00000023608
SNAPC2	ENSG00000104976
SNAPC3	ENSG00000164975
SNAPC4	ENSG00000165684
SNAPC5	ENSG00000174446
SNCA	ENSG00000145335
SNCAIP	ENSG00000064692
SNCB	ENSG00000074317
SNCG	ENSG00000173267
SND1	ENSG00000197157
SNED1	ENSG00000162804
SNF8	ENSG00000159210
SNIP1	ENSG00000163877
SNN	ENSG00000184602
SNORA64	ENSG00000207405
SNPH	ENSG00000101298
SNRK	ENSG00000163788
SNRNP200	ENSG00000144028
SNRNP25	ENSG00000161981
SNRNP27	ENSG00000124380
SNRNP35	ENSG00000184209
SNRNP40	ENSG00000060688
SNRNP70	ENSG00000104852
SNRPA	ENSG00000077312
SNRPB	ENSG00000125835
SNRPB2	ENSG00000125870
SNRPC	ENSG00000124562
SNRPD1	ENSG00000167088
SNRPD2	ENSG00000125743
SNRPD3	ENSG00000100028
SNRPF	ENSG00000139343
SNTA1	ENSG00000101400
SNTB1	ENSG00000172164
SNTB2	ENSG00000168807
SNTG1	ENSG00000147481
SNTG2	ENSG00000172554
SNUPN	ENSG00000169371
SNW1	ENSG00000100603
SNX1	ENSG00000028528
SNX10	ENSG00000086300
SNX11	ENSG00000002919
SNX13	ENSG00000071189
SNX16	ENSG00000104497
SNX17	ENSG00000115234
SNX19	ENSG00000120451
SNX2	ENSG00000205302
SNX24	ENSG00000064652
SNX27	ENSG00000143376
SNX29	ENSG00000048471
SNX3	ENSG00000112335
SNX4	ENSG00000114520
SNX5	ENSG00000089006
SNX7	ENSG00000162627
SOAT1	ENSG00000057252
SOAT2	ENSG00000167780
SOBP	ENSG00000112320
SOCS1	ENSG00000185338
SOCS2	ENSG00000120833
SOCS3	ENSG00000184557
SOCS5	ENSG00000171150
SOCS6	ENSG00000170677
SOCS7	ENSG00000274211
SOD1	ENSG00000142168
SOD3	ENSG00000109610
SON	ENSG00000159140
SORBS1	ENSG00000095637
SORBS2	ENSG00000154556
SORBS3	ENSG00000120896
SORCS3	ENSG00000156395
SORL1	ENSG00000137642
SORT1	ENSG00000134243
SOS1	ENSG00000115904
SOS2	ENSG00000100485
SOSTDC1	ENSG00000171243
SOX1	ENSG00000182968
SOX10	ENSG00000100146
SOX11	ENSG00000176887
SOX12	ENSG00000177732
SOX13	ENSG00000143842
SOX14	ENSG00000168875
SOX15	ENSG00000129194
SOX17	ENSG00000164736
SOX18	ENSG00000203883
SOX2	ENSG00000181449
SOX21	ENSG00000125285
SOX3	ENSG00000134595
SOX30	ENSG00000039600
SOX4	ENSG00000124766
SOX5	ENSG00000134532
SOX9	ENSG00000125398
SP1	ENSG00000185591
SP100	ENSG00000067066
SP110	ENSG00000135899
SP140	ENSG00000079263
SP140L	ENSG00000185404
SP2	ENSG00000167182
SP3	ENSG00000172845
SP4	ENSG00000105866
SPA17	ENSG00000064199
SPACA1	ENSG00000118434
SPAG1	ENSG00000104450
SPAG16	ENSG00000144451
SPAG4	ENSG00000061656
SPAG5	ENSG00000076382
SPAG6	ENSG00000077327
SPAG7	ENSG00000091640
SPAG8	ENSG00000137098
SPAG9	ENSG00000008294
SPAM1	ENSG00000106304
SPARC	ENSG00000113140
SPARCL1	ENSG00000152583
SPAST	ENSG00000021574
SPATA2	ENSG00000158480
SPATA20	ENSG00000006282
SPATA2L	ENSG00000158792
SPATA5L1	ENSG00000171763
SPATA6	ENSG00000132122
SPATA7	ENSG00000042317
SPATS2	ENSG00000123352
SPATS2L	ENSG00000196141
SPC25	ENSG00000152253
SPCS1	ENSG00000114902
SPCS3	ENSG00000129128
SPDEF	ENSG00000124664
SPEF1	ENSG00000101222
SPEG	ENSG00000072195
SPEN	ENSG00000065526
SPG11	ENSG00000104133
SPG21	ENSG00000090487
SPG7	ENSG00000197912
SPHK1	ENSG00000176170
SPHK2	ENSG00000063176
SPI1	ENSG00000066336
SPIB	ENSG00000269404
SPIN1	ENSG00000106723
SPINK1	ENSG00000164266
SPINK2	ENSG00000128040
SPINK4	ENSG00000122711
SPINK5	ENSG00000133710
SPINT1	ENSG00000166145
SPINT2	ENSG00000167642
SPINT3	ENSG00000101446
SPN	ENSG00000197471
SPO11	ENSG00000054796
SPOCK1	ENSG00000152377
SPOCK2	ENSG00000107742
SPOCK3	ENSG00000196104
SPON1	ENSG00000262655
SPON2	ENSG00000159674
SPOP	ENSG00000121067
SPP1	ENSG00000118785
SPP2	ENSG00000072080
SPPL2B	ENSG00000005206
SPR	ENSG00000116096
SPRED2	ENSG00000198369
SPRR1A	ENSG00000169474
SPRR1B	ENSG00000169469
SPRR3	ENSG00000163209
SPRY1	ENSG00000164056
SPRY2	ENSG00000136158
SPRY4	ENSG00000187678
SPSB1	ENSG00000171621
SPSB3	ENSG00000162032
SPTA1	ENSG00000163554
SPTAN1	ENSG00000197694
SPTB	ENSG00000070182
SPTBN1	ENSG00000115306
SPTBN2	ENSG00000173898
SPTBN4	ENSG00000160460
SPTBN5	ENSG00000137877
SPTLC1	ENSG00000090054
SPTLC2	ENSG00000100596
SQLE	ENSG00000104549
SQSTM1	ENSG00000161011
SRBD1	ENSG00000068784
SRC	ENSG00000197122
SRCAP	ENSG00000080603
SRD5A1	ENSG00000145545
SRD5A2	ENSG00000277893
SRD5A3	ENSG00000128039
SREBF1	ENSG00000072310
SREBF2	ENSG00000198911
SRF	ENSG00000112658
SRGAP3	ENSG00000196220
SRGN	ENSG00000122862
SRI	ENSG00000075142
SRM	ENSG00000116649
SRP14	ENSG00000140319
SRP19	ENSG00000153037
SRP54	ENSG00000100883
SRP72	ENSG00000174780
SRP9	ENSG00000143742
SRPK1	ENSG00000096063
SRPK2	ENSG00000135250
SRPK3	ENSG00000184343
SRPRB	ENSG00000144867
SRPX	ENSG00000101955
SRPX2	ENSG00000102359
SRR	ENSG00000167720
SRRD	ENSG00000100104
SRRM1	ENSG00000133226
SRRM2	ENSG00000167978
SRRT	ENSG00000087087
SRY	ENSG00000184895
SS18	ENSG00000141380
SS18L1	ENSG00000184402
SS18L2	ENSG00000008324
SSB	ENSG00000138385
SSBP1	ENSG00000106028
SSBP2	ENSG00000145687
SSBP3	ENSG00000157216
SSH1	ENSG00000084112
SSH3	ENSG00000172830
SSNA1	ENSG00000176101
SSPN	ENSG00000123096
SSR1	ENSG00000124783
SSR2	ENSG00000163479
SSR3	ENSG00000114850
SSR4	ENSG00000180879
SSRP1	ENSG00000149136
SST	ENSG00000157005
SSTR1	ENSG00000139874
SSTR2	ENSG00000180616
SSTR3	ENSG00000278195
SSTR5	ENSG00000162009
SSX1	ENSG00000126752
SSX2IP	ENSG00000117155
SSX3	ENSG00000165584
SSX5	ENSG00000165583
ST13	ENSG00000100380
ST14	ENSG00000149418
ST18	ENSG00000147488
ST3GAL1	ENSG00000008513
ST3GAL2	ENSG00000157350
ST3GAL4	ENSG00000110080
ST3GAL5	ENSG00000115525
ST3GAL6	ENSG00000064225
ST5	ENSG00000166444
ST6GAL1	ENSG00000073849
ST6GALNAC2	ENSG00000070731
ST6GALNAC4	ENSG00000136840
ST6GALNAC5	ENSG00000117069
ST7	ENSG00000004866
ST7L	ENSG00000007341
ST8SIA1	ENSG00000111728
ST8SIA2	ENSG00000140557
ST8SIA3	ENSG00000177511
ST8SIA4	ENSG00000113532
ST8SIA5	ENSG00000101638
STAB1	ENSG00000010327
STAB2	ENSG00000136011
STAC	ENSG00000144681
STAG1	ENSG00000118007
STAG2	ENSG00000101972
STAG3	ENSG00000066923
STAM	ENSG00000136738
STAM2	ENSG00000115145
STAMBP	ENSG00000124356
STAP1	ENSG00000035720
STAP2	ENSG00000178078
STAR	ENSG00000147465
STARD13	ENSG00000133121
STARD3	ENSG00000131748
STARD5	ENSG00000172345
STARD7	ENSG00000084090
STARD8	ENSG00000130052
STAT1	ENSG00000115415
STAT2	ENSG00000170581
STAT3	ENSG00000168610
STAT4	ENSG00000138378
STAT5A	ENSG00000126561
STAT5B	ENSG00000173757
STAT6	ENSG00000166888
STATH	ENSG00000126549
STAU1	ENSG00000124214
STAU2	ENSG00000040341
STC1	ENSG00000159167
STC2	ENSG00000113739
STEAP1	ENSG00000164647
STEAP3	ENSG00000115107
STEAP4	ENSG00000127954
STIL	ENSG00000123473
STIM1	ENSG00000167323
STIP1	ENSG00000168439
STK10	ENSG00000072786
STK11	ENSG00000118046
STK16	ENSG00000115661
STK17A	ENSG00000164543
STK17B	ENSG00000081320
STK19	ENSG00000204344
STK24	ENSG00000102572
STK25	ENSG00000115694
STK3	ENSG00000104375
STK32B	ENSG00000152953
STK38	ENSG00000112079
STK38L	ENSG00000211455
STK39	ENSG00000198648
STK4	ENSG00000101109
STMN1	ENSG00000117632
STMN2	ENSG00000104435
STMN3	ENSG00000197457
STMN4	ENSG00000015592
STOM	ENSG00000148175
STOML1	ENSG00000067221
STOML2	ENSG00000165283
STON1	ENSG00000243244
STRA6	ENSG00000137868
STRADA	ENSG00000266173
STRAP	ENSG00000023734
STRN	ENSG00000115808
STRN3	ENSG00000196792
STRN4	ENSG00000090372
STS	ENSG00000101846
STT3A	ENSG00000134910
STUB1	ENSG00000103266
STX10	ENSG00000104915
STX11	ENSG00000135604
STX12	ENSG00000117758
STX16	ENSG00000124222
STX17	ENSG00000136874
STX18	ENSG00000168818
STX1A	ENSG00000106089
STX2	ENSG00000111450
STX3	ENSG00000166900
STX4	ENSG00000103496
STX5	ENSG00000162236
STX6	ENSG00000135823
STX7	ENSG00000079950
STX8	ENSG00000170310
STXBP1	ENSG00000136854
STXBP2	ENSG00000076944
STXBP3	ENSG00000116266
STXBP5L	ENSG00000145087
STXBP6	ENSG00000168952
STYK1	ENSG00000060140
STYXL1	ENSG00000127952
SUB1	ENSG00000113387
SUCLA2	ENSG00000136143
SUCLG1	ENSG00000163541
SUCLG2	ENSG00000172340
SULF1	ENSG00000137573
SULT1A1	ENSG00000196502
SULT1A2	ENSG00000197165
SULT1B1	ENSG00000173597
SULT1C2	ENSG00000198203
SULT1E1	ENSG00000109193
SULT2A1	ENSG00000105398
SULT2B1	ENSG00000088002
SULT4A1	ENSG00000130540
SUMO1	ENSG00000116030
SUMO3	ENSG00000184900
SUN1	ENSG00000164828
SUN2	ENSG00000100242
SUOX	ENSG00000139531
SUPT16H	ENSG00000092201
SUPT3H	ENSG00000196284
SUPT4H1	ENSG00000213246
SUPT5H	ENSG00000196235
SUPT6H	ENSG00000109111
SUPT7L	ENSG00000119760
SUPV3L1	ENSG00000156502
SURF1	ENSG00000148290
SURF2	ENSG00000148291
SUSD4	ENSG00000143502
SUSD5	ENSG00000173705
SUV39H1	ENSG00000101945
SUV39H2	ENSG00000152455
SUZ12	ENSG00000178691
SV2A	ENSG00000159164
SV2B	ENSG00000185518
SV2C	ENSG00000122012
SVEP1	ENSG00000165124
SVIL	ENSG00000197321
SWAP70	ENSG00000133789
SYBU	ENSG00000147642
SYCP1	ENSG00000198765
SYCP2	ENSG00000196074
SYDE1	ENSG00000105137
SYF2	ENSG00000117614
SYK	ENSG00000165025
SYMPK	ENSG00000125755
SYN1	ENSG00000008056
SYN2	ENSG00000157152
SYN3	ENSG00000185666
SYNC	ENSG00000162520
SYNCRIP	ENSG00000135316
SYNE1	ENSG00000131018
SYNE2	ENSG00000054654
SYNGR1	ENSG00000100321
SYNGR2	ENSG00000108639
SYNGR3	ENSG00000127561
SYNGR4	ENSG00000105467
SYNJ1	ENSG00000159082
SYNJ2	ENSG00000078269
SYNM	ENSG00000182253
SYNPO	ENSG00000171992
SYNPO2L	ENSG00000166317
SYNRG	ENSG00000275066
SYP	ENSG00000102003
SYPL1	ENSG00000008282
SYT1	ENSG00000067715
SYT11	ENSG00000132718
SYT13	ENSG00000019505
SYT17	ENSG00000103528
SYT2	ENSG00000143858
SYT5	ENSG00000129990
SYTL2	ENSG00000137501
TAB1	ENSG00000100324
TAB2	ENSG00000055208
TAC1	ENSG00000006128
TAC3	ENSG00000166863
TACC1	ENSG00000147526
TACC2	ENSG00000138162
TACC3	ENSG00000013810
TACO1	ENSG00000136463
TACR1	ENSG00000115353
TACR2	ENSG00000075073
TACR3	ENSG00000169836
TACSTD2	ENSG00000184292
TADA2A	ENSG00000276234
TADA3	ENSG00000171148
TAF1	ENSG00000147133
TAF10	ENSG00000166337
TAF11	ENSG00000064995
TAF12	ENSG00000120656
TAF13	ENSG00000197780
TAF15	ENSG00000270647
TAF1A	ENSG00000143498
TAF1B	ENSG00000115750
TAF1C	ENSG00000103168
TAF2	ENSG00000064313
TAF4	ENSG00000130699
TAF4B	ENSG00000141384
TAF5	ENSG00000148835
TAF5L	ENSG00000135801
TAF6	ENSG00000106290
TAF6L	ENSG00000162227
TAF7	ENSG00000178913
TAF7L	ENSG00000102387
TAF9	ENSG00000273841
TAF9B	ENSG00000187325
TAGLN	ENSG00000149591
TAGLN2	ENSG00000158710
TAGLN3	ENSG00000144834
TAL1	ENSG00000162367
TALDO1	ENSG00000177156
TANC2	ENSG00000170921
TANK	ENSG00000136560
TAOK2	ENSG00000149930
TAOK3	ENSG00000135090
TAP1	ENSG00000168394
TAP2	ENSG00000204267
TAPBP	ENSG00000231925
TAPBPL	ENSG00000139192
